,index,font_name,char,char_id,style,style_id,x_min,x_max,y_min,y_max,contour_max,order_max,split
3839,3839,EncodeSansCondensed-ExtraBold.ttf,R,17,SANS_SERIF,0,99,1247,0,1499,2,18,train
3840,3840,EncodeSansCondensed-ExtraBold.ttf,S,18,SANS_SERIF,0,27,998,-20,1500,1,43,train
3841,3841,EncodeSansCondensed-ExtraBold.ttf,T,19,SANS_SERIF,0,5,1153,0,1480,1,9,train
3842,3842,EncodeSansCondensed-ExtraBold.ttf,U,20,SANS_SERIF,0,92,1226,-20,1480,1,21,train
3843,3843,EncodeSansCondensed-ExtraBold.ttf,V,21,SANS_SERIF,0,-14,1269,0,1480,1,8,train
3844,3844,EncodeSansCondensed-ExtraBold.ttf,W,22,SANS_SERIF,0,11,1981,0,1480,1,14,train
3845,3845,EncodeSansCondensed-ExtraBold.ttf,X,23,SANS_SERIF,0,-40,1292,0,1480,1,13,train
3846,3846,EncodeSansCondensed-ExtraBold.ttf,Y,24,SANS_SERIF,0,-65,1216,0,1480,1,10,train
3847,3847,EncodeSansCondensed-ExtraBold.ttf,Z,25,SANS_SERIF,0,35,1054,0,1480,1,11,train
3848,3848,Peralta-Regular.ttf,A,0,DISPLAY,2,2,1888,-49,1397,2,19,train
3849,3849,Peralta-Regular.ttf,B,1,DISPLAY,2,57,1665,-45,1479,3,40,train
3850,3850,Peralta-Regular.ttf,C,2,DISPLAY,2,53,1745,-27,1544,1,55,train
3851,3851,Peralta-Regular.ttf,D,3,DISPLAY,2,53,1671,-35,1454,2,30,train
3852,3852,Peralta-Regular.ttf,E,4,DISPLAY,2,84,1571,2,1417,1,21,train
3853,3853,Peralta-Regular.ttf,F,5,DISPLAY,2,82,1573,-27,1417,1,19,train
3854,3854,Peralta-Regular.ttf,G,6,DISPLAY,2,57,1692,-27,1520,1,63,train
3855,3855,Peralta-Regular.ttf,H,7,DISPLAY,2,76,1962,-27,1462,1,29,train
3856,3856,Peralta-Regular.ttf,I,8,DISPLAY,2,76,948,-20,1462,1,13,train
3857,3857,Peralta-Regular.ttf,J,9,DISPLAY,2,20,1606,-72,1450,1,44,train
3858,3858,Peralta-Regular.ttf,K,10,DISPLAY,2,117,1954,0,1462,1,43,train
3859,3859,Peralta-Regular.ttf,L,11,DISPLAY,2,86,1587,0,1462,1,15,train
3860,3860,Peralta-Regular.ttf,M,12,DISPLAY,2,86,2286,-39,1450,1,26,train
3861,3861,Peralta-Regular.ttf,N,13,DISPLAY,2,117,1982,-78,1450,1,21,train
3862,3862,Peralta-Regular.ttf,O,14,DISPLAY,2,55,1628,-37,1489,2,23,train
3863,3863,Peralta-Regular.ttf,P,15,DISPLAY,2,33,1659,-39,1526,2,31,train
3864,3864,Peralta-Regular.ttf,Q,16,DISPLAY,2,57,1630,-557,1489,2,46,train
3865,3865,Peralta-Regular.ttf,R,17,DISPLAY,2,74,1765,-39,1489,2,39,train
3866,3866,Peralta-Regular.ttf,S,18,DISPLAY,2,57,1538,-113,1534,1,77,train
3867,3867,Peralta-Regular.ttf,T,19,DISPLAY,2,35,1477,-8,1454,1,17,train
3868,3868,Peralta-Regular.ttf,U,20,DISPLAY,2,35,1921,-49,1454,1,58,train
3869,3869,Peralta-Regular.ttf,V,21,DISPLAY,2,-14,1872,-8,1454,1,20,train
3870,3870,Peralta-Regular.ttf,W,22,DISPLAY,2,45,2234,-8,1468,1,30,train
3871,3871,Peralta-Regular.ttf,X,23,DISPLAY,2,72,1876,-14,1460,1,29,train
3872,3872,Peralta-Regular.ttf,Y,24,DISPLAY,2,10,1815,-2,1460,1,22,train
3873,3873,Peralta-Regular.ttf,Z,25,DISPLAY,2,74,1446,8,1460,1,15,train
3874,3874,Frijole-Regular.ttf,A,0,DISPLAY,2,-22,982,-110,815,17,264,train
3875,3875,Frijole-Regular.ttf,B,1,DISPLAY,2,44,1058,-56,750,22,250,train
3876,3876,Frijole-Regular.ttf,C,2,DISPLAY,2,25,924,-112,814,17,345,train
3877,3877,Frijole-Regular.ttf,D,3,DISPLAY,2,67,1049,-46,795,17,257,train
3878,3878,Frijole-Regular.ttf,E,4,DISPLAY,2,41,889,-60,767,17,414,train
3879,3879,Frijole-Regular.ttf,F,5,DISPLAY,2,51,888,-40,763,15,291,train
3880,3880,Frijole-Regular.ttf,G,6,DISPLAY,2,7,1077,-48,783,13,490,train
3881,3881,Frijole-Regular.ttf,H,7,DISPLAY,2,24,1101,-31,772,18,384,train
3882,3882,Frijole-Regular.ttf,I,8,DISPLAY,2,36,614,-59,759,12,234,train
3883,3883,Frijole-Regular.ttf,J,9,DISPLAY,2,-12,831,-57,778,15,245,train
3884,3884,Frijole-Regular.ttf,K,10,DISPLAY,2,49,974,-77,788,18,370,train
3885,3885,Frijole-Regular.ttf,L,11,DISPLAY,2,51,836,-72,727,13,248,train
3886,3886,Frijole-Regular.ttf,M,12,DISPLAY,2,60,1295,-67,803,17,438,train
3887,3887,Frijole-Regular.ttf,N,13,DISPLAY,2,66,1081,-64,792,14,421,train
3888,3888,Frijole-Regular.ttf,O,14,DISPLAY,2,31,1099,-93,763,18,247,train
3889,3889,Frijole-Regular.ttf,P,15,DISPLAY,2,30,1015,-62,788,19,273,train
3890,3890,Frijole-Regular.ttf,Q,16,DISPLAY,2,36,1107,-175,770,20,267,train
3891,3891,Frijole-Regular.ttf,R,17,DISPLAY,2,46,1033,-50,771,18,299,train
3892,3892,Frijole-Regular.ttf,S,18,DISPLAY,2,41,846,-66,802,17,342,train
3893,3893,Frijole-Regular.ttf,T,19,DISPLAY,2,-33,788,-48,768,14,274,train
3894,3894,Frijole-Regular.ttf,U,20,DISPLAY,2,50,941,-60,787,15,374,train
3895,3895,Frijole-Regular.ttf,V,21,DISPLAY,2,-61,991,-45,768,15,306,train
3896,3896,Frijole-Regular.ttf,W,22,DISPLAY,2,-22,1372,-87,751,21,491,train
3897,3897,Frijole-Regular.ttf,X,23,DISPLAY,2,-5,866,-42,797,16,384,train
3898,3898,Frijole-Regular.ttf,Y,24,DISPLAY,2,-82,887,-35,780,14,254,train
3899,3899,Frijole-Regular.ttf,Z,25,DISPLAY,2,9,841,-29,820,16,361,train
3900,3900,Pavanam-Regular.ttf,A,0,SANS_SERIF,0,12,553,0,679,2,10,train
3901,3901,Pavanam-Regular.ttf,B,1,SANS_SERIF,0,68,563,0,679,3,24,train
3902,3902,Pavanam-Regular.ttf,C,2,SANS_SERIF,0,53,591,-11,692,1,28,train
3903,3903,Pavanam-Regular.ttf,D,3,SANS_SERIF,0,68,597,0,679,2,12,train
3904,3904,Pavanam-Regular.ttf,E,4,SANS_SERIF,0,68,523,0,679,1,13,train
3905,3905,Pavanam-Regular.ttf,F,5,SANS_SERIF,0,68,518,0,679,1,11,train
3906,3906,Pavanam-Regular.ttf,G,6,SANS_SERIF,0,53,579,-11,692,1,35,train
3907,3907,Pavanam-Regular.ttf,H,7,SANS_SERIF,0,68,607,0,679,1,13,train
3908,3908,Pavanam-Regular.ttf,I,8,SANS_SERIF,0,76,143,0,679,1,5,train
3909,3909,Pavanam-Regular.ttf,J,9,SANS_SERIF,0,9,379,-11,679,1,19,train
3910,3910,Pavanam-Regular.ttf,K,10,SANS_SERIF,0,68,577,0,680,1,13,train
3911,3911,Pavanam-Regular.ttf,L,11,SANS_SERIF,0,68,483,0,679,1,7,train
3912,3912,Pavanam-Regular.ttf,M,12,SANS_SERIF,0,68,694,0,678,1,14,train
3913,3913,Pavanam-Regular.ttf,N,13,SANS_SERIF,0,68,623,0,679,1,13,train
3914,3914,Pavanam-Regular.ttf,O,14,SANS_SERIF,0,53,619,-11,692,2,19,train
3915,3915,Pavanam-Regular.ttf,P,15,SANS_SERIF,0,68,571,0,679,2,16,train
3916,3916,Pavanam-Regular.ttf,Q,16,SANS_SERIF,0,53,637,-160,692,2,22,train
3917,3917,Pavanam-Regular.ttf,R,17,SANS_SERIF,0,68,574,0,679,2,16,train
3918,3918,Pavanam-Regular.ttf,S,18,SANS_SERIF,0,21,537,-11,688,1,67,train
3919,3919,Pavanam-Regular.ttf,T,19,SANS_SERIF,0,4,515,0,679,1,9,train
3920,3920,Pavanam-Regular.ttf,U,20,SANS_SERIF,0,57,567,-11,679,1,25,train
3921,3921,Pavanam-Regular.ttf,V,21,SANS_SERIF,0,6,534,0,679,1,14,train
3922,3922,Pavanam-Regular.ttf,W,22,SANS_SERIF,0,6,828,0,678,1,36,train
3923,3923,Pavanam-Regular.ttf,X,23,SANS_SERIF,0,3,575,0,679,1,13,train
3924,3924,Pavanam-Regular.ttf,Y,24,SANS_SERIF,0,-2,541,0,679,1,10,train
3925,3925,Pavanam-Regular.ttf,Z,25,SANS_SERIF,0,22,529,0,679,1,11,train
3926,3926,HindJalandhar-SemiBold.ttf,A,0,SANS_SERIF,0,28,647,0,674,2,9,train
3927,3927,HindJalandhar-SemiBold.ttf,B,1,SANS_SERIF,0,70,554,0,674,3,15,train
3928,3928,HindJalandhar-SemiBold.ttf,C,2,SANS_SERIF,0,43,562,-8,683,1,19,train
3929,3929,HindJalandhar-SemiBold.ttf,D,3,SANS_SERIF,0,70,633,0,674,2,9,train
3930,3930,HindJalandhar-SemiBold.ttf,E,4,SANS_SERIF,0,70,472,0,674,1,13,train
3931,3931,HindJalandhar-SemiBold.ttf,F,5,SANS_SERIF,0,70,465,0,674,1,11,train
3932,3932,HindJalandhar-SemiBold.ttf,G,6,SANS_SERIF,0,43,630,-8,686,1,26,train
3933,3933,HindJalandhar-SemiBold.ttf,H,7,SANS_SERIF,0,70,600,0,674,1,13,train
3934,3934,HindJalandhar-SemiBold.ttf,I,8,SANS_SERIF,0,78,204,0,674,1,5,train
3935,3935,HindJalandhar-SemiBold.ttf,J,9,SANS_SERIF,0,30,313,-1,673,1,14,train
3936,3936,HindJalandhar-SemiBold.ttf,K,10,SANS_SERIF,0,70,607,0,674,2,7,train
3937,3937,HindJalandhar-SemiBold.ttf,L,11,SANS_SERIF,0,70,459,0,674,1,7,train
3938,3938,HindJalandhar-SemiBold.ttf,M,12,SANS_SERIF,0,58,822,0,674,1,22,train
3939,3939,HindJalandhar-SemiBold.ttf,N,13,SANS_SERIF,0,70,619,0,674,1,19,train
3940,3940,HindJalandhar-SemiBold.ttf,O,14,SANS_SERIF,0,43,680,-7,686,2,9,train
3941,3941,HindJalandhar-SemiBold.ttf,P,15,SANS_SERIF,0,70,532,0,674,2,11,train
3942,3942,HindJalandhar-SemiBold.ttf,Q,16,SANS_SERIF,0,43,717,-147,686,2,15,train
3943,3943,HindJalandhar-SemiBold.ttf,R,17,SANS_SERIF,0,70,569,0,674,2,15,train
3944,3944,HindJalandhar-SemiBold.ttf,S,18,SANS_SERIF,0,49,477,-8,679,1,35,train
3945,3945,HindJalandhar-SemiBold.ttf,T,19,SANS_SERIF,0,26,495,0,674,1,9,train
3946,3946,HindJalandhar-SemiBold.ttf,U,20,SANS_SERIF,0,66,593,-9,674,1,17,train
3947,3947,HindJalandhar-SemiBold.ttf,V,21,SANS_SERIF,0,25,625,0,674,1,11,train
3948,3948,HindJalandhar-SemiBold.ttf,W,22,SANS_SERIF,0,25,933,0,674,1,21,train
3949,3949,HindJalandhar-SemiBold.ttf,X,23,SANS_SERIF,0,32,613,0,674,1,13,train
3950,3950,HindJalandhar-SemiBold.ttf,Y,24,SANS_SERIF,0,18,606,0,674,1,13,train
3951,3951,HindJalandhar-SemiBold.ttf,Z,25,SANS_SERIF,0,57,544,0,674,1,11,train
3952,3952,HindJalandhar-Light.ttf,A,0,SANS_SERIF,0,38,599,0,674,2,9,train
3953,3953,HindJalandhar-Light.ttf,B,1,SANS_SERIF,0,80,517,0,674,3,15,train
3954,3954,HindJalandhar-Light.ttf,C,2,SANS_SERIF,0,50,559,-8,683,1,22,train
3955,3955,HindJalandhar-Light.ttf,D,3,SANS_SERIF,0,80,610,0,674,2,11,train
3956,3956,HindJalandhar-Light.ttf,E,4,SANS_SERIF,0,80,445,0,674,1,13,train
3957,3957,HindJalandhar-Light.ttf,F,5,SANS_SERIF,0,80,439,0,674,1,11,train
3958,3958,HindJalandhar-Light.ttf,G,6,SANS_SERIF,0,50,591,-8,686,1,24,train
3959,3959,HindJalandhar-Light.ttf,H,7,SANS_SERIF,0,80,552,0,674,1,13,train
3960,3960,HindJalandhar-Light.ttf,I,8,SANS_SERIF,0,85,147,0,674,1,5,train
3961,3961,HindJalandhar-Light.ttf,J,9,SANS_SERIF,0,30,269,0,674,1,13,train
3962,3962,HindJalandhar-Light.ttf,K,10,SANS_SERIF,0,80,519,0,674,2,7,train
3963,3963,HindJalandhar-Light.ttf,L,11,SANS_SERIF,0,80,439,0,674,1,7,train
3964,3964,HindJalandhar-Light.ttf,M,12,SANS_SERIF,0,75,774,0,674,1,18,train
3965,3965,HindJalandhar-Light.ttf,N,13,SANS_SERIF,0,80,587,0,674,1,15,train
3966,3966,HindJalandhar-Light.ttf,O,14,SANS_SERIF,0,50,641,-8,688,2,9,train
3967,3967,HindJalandhar-Light.ttf,P,15,SANS_SERIF,0,80,495,0,674,2,11,train
3968,3968,HindJalandhar-Light.ttf,Q,16,SANS_SERIF,0,50,668,-139,688,2,16,train
3969,3969,HindJalandhar-Light.ttf,R,17,SANS_SERIF,0,80,506,0,674,2,17,train
3970,3970,HindJalandhar-Light.ttf,S,18,SANS_SERIF,0,73,462,-7,680,1,40,train
3971,3971,HindJalandhar-Light.ttf,T,19,SANS_SERIF,0,15,450,0,674,1,9,train
3972,3972,HindJalandhar-Light.ttf,U,20,SANS_SERIF,0,80,559,-8,674,1,17,train
3973,3973,HindJalandhar-Light.ttf,V,21,SANS_SERIF,0,40,591,0,674,1,8,train
3974,3974,HindJalandhar-Light.ttf,W,22,SANS_SERIF,0,40,889,0,674,1,17,train
3975,3975,HindJalandhar-Light.ttf,X,23,SANS_SERIF,0,42,558,0,674,1,13,train
3976,3976,HindJalandhar-Light.ttf,Y,24,SANS_SERIF,0,30,550,0,674,1,12,train
3977,3977,HindJalandhar-Light.ttf,Z,25,SANS_SERIF,0,50,505,0,674,1,11,train
3978,3978,HindJalandhar-Bold.ttf,A,0,SANS_SERIF,0,23,667,0,674,2,9,train
3979,3979,HindJalandhar-Bold.ttf,B,1,SANS_SERIF,0,65,570,0,674,3,15,train
3980,3980,HindJalandhar-Bold.ttf,C,2,SANS_SERIF,0,40,563,-8,683,1,19,train
3981,3981,HindJalandhar-Bold.ttf,D,3,SANS_SERIF,0,65,643,0,674,2,10,train
3982,3982,HindJalandhar-Bold.ttf,E,4,SANS_SERIF,0,65,484,0,674,1,13,train
3983,3983,HindJalandhar-Bold.ttf,F,5,SANS_SERIF,0,65,476,0,674,1,11,train
3984,3984,HindJalandhar-Bold.ttf,G,6,SANS_SERIF,0,40,646,-8,686,1,23,train
3985,3985,HindJalandhar-Bold.ttf,H,7,SANS_SERIF,0,65,621,0,674,1,13,train
3986,3986,HindJalandhar-Bold.ttf,I,8,SANS_SERIF,0,75,229,0,674,1,5,train
3987,3987,HindJalandhar-Bold.ttf,J,9,SANS_SERIF,0,30,332,-1,673,1,14,train
3988,3988,HindJalandhar-Bold.ttf,K,10,SANS_SERIF,0,65,645,0,674,2,7,train
3989,3989,HindJalandhar-Bold.ttf,L,11,SANS_SERIF,0,65,468,0,674,1,7,train
3990,3990,HindJalandhar-Bold.ttf,M,12,SANS_SERIF,0,50,843,0,674,1,23,train
3991,3991,HindJalandhar-Bold.ttf,N,13,SANS_SERIF,0,65,632,0,674,1,20,train
3992,3992,HindJalandhar-Bold.ttf,O,14,SANS_SERIF,0,40,696,-7,685,2,9,train
3993,3993,HindJalandhar-Bold.ttf,P,15,SANS_SERIF,0,65,548,0,674,2,11,train
3994,3994,HindJalandhar-Bold.ttf,Q,16,SANS_SERIF,0,40,738,-151,685,2,14,train
3995,3995,HindJalandhar-Bold.ttf,R,17,SANS_SERIF,0,65,596,0,674,2,14,train
3996,3996,HindJalandhar-Bold.ttf,S,18,SANS_SERIF,0,39,484,-8,678,1,37,train
3997,3997,HindJalandhar-Bold.ttf,T,19,SANS_SERIF,0,30,514,0,674,1,9,train
3998,3998,HindJalandhar-Bold.ttf,U,20,SANS_SERIF,0,60,608,-10,674,1,15,train
3999,3999,HindJalandhar-Bold.ttf,V,21,SANS_SERIF,0,19,640,0,674,1,12,train
4000,4000,HindJalandhar-Bold.ttf,W,22,SANS_SERIF,0,19,952,0,674,1,23,train
4001,4001,HindJalandhar-Bold.ttf,X,23,SANS_SERIF,0,27,636,0,674,1,13,train
4002,4002,HindJalandhar-Bold.ttf,Y,24,SANS_SERIF,0,13,630,0,674,1,13,train
4003,4003,HindJalandhar-Bold.ttf,Z,25,SANS_SERIF,0,60,561,0,674,1,11,train
4004,4004,HindJalandhar-Medium.ttf,A,0,SANS_SERIF,0,31,629,0,674,2,9,train
4005,4005,HindJalandhar-Medium.ttf,B,1,SANS_SERIF,0,73,540,0,674,3,15,train
4006,4006,HindJalandhar-Medium.ttf,C,2,SANS_SERIF,0,46,561,-8,683,1,21,train
4007,4007,HindJalandhar-Medium.ttf,D,3,SANS_SERIF,0,73,625,0,674,2,9,train
4008,4008,HindJalandhar-Medium.ttf,E,4,SANS_SERIF,0,73,462,0,674,1,13,train
4009,4009,HindJalandhar-Medium.ttf,F,5,SANS_SERIF,0,73,455,0,674,1,11,train
4010,4010,HindJalandhar-Medium.ttf,G,6,SANS_SERIF,0,46,615,-8,686,1,26,train
4011,4011,HindJalandhar-Medium.ttf,H,7,SANS_SERIF,0,73,582,0,674,1,13,train
4012,4012,HindJalandhar-Medium.ttf,I,8,SANS_SERIF,0,81,183,0,674,1,5,train
4013,4013,HindJalandhar-Medium.ttf,J,9,SANS_SERIF,0,30,297,0,674,1,13,train
4014,4014,HindJalandhar-Medium.ttf,K,10,SANS_SERIF,0,73,574,0,674,2,7,train
4015,4015,HindJalandhar-Medium.ttf,L,11,SANS_SERIF,0,73,452,0,674,1,7,train
4016,4016,HindJalandhar-Medium.ttf,M,12,SANS_SERIF,0,64,804,0,674,1,20,train
4017,4017,HindJalandhar-Medium.ttf,N,13,SANS_SERIF,0,73,607,0,674,1,17,train
4018,4018,HindJalandhar-Medium.ttf,O,14,SANS_SERIF,0,46,665,-8,687,2,9,train
4019,4019,HindJalandhar-Medium.ttf,P,15,SANS_SERIF,0,73,518,0,674,2,11,train
4020,4020,HindJalandhar-Medium.ttf,Q,16,SANS_SERIF,0,46,699,-144,687,2,16,train
4021,4021,HindJalandhar-Medium.ttf,R,17,SANS_SERIF,0,73,546,0,674,2,15,train
4022,4022,HindJalandhar-Medium.ttf,S,18,SANS_SERIF,0,58,472,-7,679,1,37,train
4023,4023,HindJalandhar-Medium.ttf,T,19,SANS_SERIF,0,22,478,0,674,1,9,train
4024,4024,HindJalandhar-Medium.ttf,U,20,SANS_SERIF,0,71,581,-9,674,1,17,train
4025,4025,HindJalandhar-Medium.ttf,V,21,SANS_SERIF,0,31,613,0,674,1,11,train
4026,4026,HindJalandhar-Medium.ttf,W,22,SANS_SERIF,0,31,917,0,674,1,20,train
4027,4027,HindJalandhar-Medium.ttf,X,23,SANS_SERIF,0,35,592,0,674,1,13,train
4028,4028,HindJalandhar-Medium.ttf,Y,24,SANS_SERIF,0,23,585,0,674,1,13,train
4029,4029,HindJalandhar-Medium.ttf,Z,25,SANS_SERIF,0,54,530,0,674,1,11,train
4030,4030,HindJalandhar-Regular.ttf,A,0,SANS_SERIF,0,35,613,0,674,2,9,train
4031,4031,HindJalandhar-Regular.ttf,B,1,SANS_SERIF,0,77,528,0,674,3,15,train
4032,4032,HindJalandhar-Regular.ttf,C,2,SANS_SERIF,0,48,560,-8,683,1,22,train
4033,4033,HindJalandhar-Regular.ttf,D,3,SANS_SERIF,0,77,617,0,674,2,9,train
4034,4034,HindJalandhar-Regular.ttf,E,4,SANS_SERIF,0,77,453,0,674,1,13,train
4035,4035,HindJalandhar-Regular.ttf,F,5,SANS_SERIF,0,77,447,0,674,1,11,train
4036,4036,HindJalandhar-Regular.ttf,G,6,SANS_SERIF,0,48,603,-8,686,1,26,train
4037,4037,HindJalandhar-Regular.ttf,H,7,SANS_SERIF,0,77,566,0,674,1,13,train
4038,4038,HindJalandhar-Regular.ttf,I,8,SANS_SERIF,0,83,164,0,674,1,5,train
4039,4039,HindJalandhar-Regular.ttf,J,9,SANS_SERIF,0,30,282,0,674,1,13,train
4040,4040,HindJalandhar-Regular.ttf,K,10,SANS_SERIF,0,77,545,0,674,2,7,train
4041,4041,HindJalandhar-Regular.ttf,L,11,SANS_SERIF,0,77,445,0,674,1,7,train
4042,4042,HindJalandhar-Regular.ttf,M,12,SANS_SERIF,0,70,788,0,674,1,18,train
4043,4043,HindJalandhar-Regular.ttf,N,13,SANS_SERIF,0,77,596,0,674,1,17,train
4044,4044,HindJalandhar-Regular.ttf,O,14,SANS_SERIF,0,48,653,-8,687,2,9,train
4045,4045,HindJalandhar-Regular.ttf,P,15,SANS_SERIF,0,77,506,0,674,2,11,train
4046,4046,HindJalandhar-Regular.ttf,Q,16,SANS_SERIF,0,48,683,-142,687,2,16,train
4047,4047,HindJalandhar-Regular.ttf,R,17,SANS_SERIF,0,77,525,0,674,2,15,train
4048,4048,HindJalandhar-Regular.ttf,S,18,SANS_SERIF,0,66,467,-7,680,1,36,train
4049,4049,HindJalandhar-Regular.ttf,T,19,SANS_SERIF,0,18,463,0,674,1,9,train
4050,4050,HindJalandhar-Regular.ttf,U,20,SANS_SERIF,0,76,569,-8,674,1,17,train
4051,4051,HindJalandhar-Regular.ttf,V,21,SANS_SERIF,0,36,601,0,674,1,10,train
4052,4052,HindJalandhar-Regular.ttf,W,22,SANS_SERIF,0,36,902,0,674,1,19,train
4053,4053,HindJalandhar-Regular.ttf,X,23,SANS_SERIF,0,39,574,0,674,1,13,train
4054,4054,HindJalandhar-Regular.ttf,Y,24,SANS_SERIF,0,26,567,0,674,1,12,train
4055,4055,HindJalandhar-Regular.ttf,Z,25,SANS_SERIF,0,52,517,0,674,1,11,train
4056,4056,JacquesFrancoisShadow-Regular.ttf,A,0,DISPLAY,2,10,1743,-49,1556,4,65,train
4057,4057,JacquesFrancoisShadow-Regular.ttf,B,1,DISPLAY,2,51,1520,-49,1513,6,38,train
4058,4058,JacquesFrancoisShadow-Regular.ttf,C,2,DISPLAY,2,113,1561,-82,1544,2,42,train
4059,4059,JacquesFrancoisShadow-Regular.ttf,D,3,DISPLAY,2,51,1728,-49,1513,4,29,train
4060,4060,JacquesFrancoisShadow-Regular.ttf,E,4,DISPLAY,2,51,1644,-47,1513,2,65,train
4061,4061,JacquesFrancoisShadow-Regular.ttf,F,5,DISPLAY,2,51,1567,-49,1513,2,63,train
4062,4062,JacquesFrancoisShadow-Regular.ttf,G,6,DISPLAY,2,113,1827,-82,1544,2,55,train
4063,4063,JacquesFrancoisShadow-Regular.ttf,H,7,DISPLAY,2,47,1835,-49,1513,2,84,train
4064,4064,JacquesFrancoisShadow-Regular.ttf,I,8,DISPLAY,2,51,924,-49,1513,2,43,train
4065,4065,JacquesFrancoisShadow-Regular.ttf,J,9,DISPLAY,2,-154,967,-573,1513,2,49,train
4066,4066,JacquesFrancoisShadow-Regular.ttf,K,10,DISPLAY,2,51,1792,-49,1513,2,72,train
4067,4067,JacquesFrancoisShadow-Regular.ttf,L,11,DISPLAY,2,51,1634,-47,1513,2,38,train
4068,4068,JacquesFrancoisShadow-Regular.ttf,M,12,DISPLAY,2,41,1982,-49,1513,2,64,train
4069,4069,JacquesFrancoisShadow-Regular.ttf,N,13,DISPLAY,2,41,1700,-49,1513,2,59,train
4070,4070,JacquesFrancoisShadow-Regular.ttf,O,14,DISPLAY,2,113,1782,-86,1544,4,29,train
4071,4071,JacquesFrancoisShadow-Regular.ttf,P,15,DISPLAY,2,51,1386,-49,1513,4,38,train
4072,4072,JacquesFrancoisShadow-Regular.ttf,Q,16,DISPLAY,2,113,1782,-528,1544,4,32,train
4073,4073,JacquesFrancoisShadow-Regular.ttf,R,17,DISPLAY,2,51,1687,-49,1513,4,48,train
4074,4074,JacquesFrancoisShadow-Regular.ttf,S,18,DISPLAY,2,98,1294,-82,1544,2,57,train
4075,4075,JacquesFrancoisShadow-Regular.ttf,T,19,DISPLAY,2,-16,1823,-49,1503,2,47,train
4076,4076,JacquesFrancoisShadow-Regular.ttf,U,20,DISPLAY,2,20,1792,-82,1516,2,60,train
4077,4077,JacquesFrancoisShadow-Regular.ttf,V,21,DISPLAY,2,-20,1725,-70,1513,2,33,train
4078,4078,JacquesFrancoisShadow-Regular.ttf,W,22,DISPLAY,2,-20,2311,-70,1503,2,46,train
4079,4079,JacquesFrancoisShadow-Regular.ttf,X,23,DISPLAY,2,0,1669,-51,1513,2,74,train
4080,4080,JacquesFrancoisShadow-Regular.ttf,Y,24,DISPLAY,2,-20,1520,-45,1511,2,56,train
4081,4081,JacquesFrancoisShadow-Regular.ttf,Z,25,DISPLAY,2,37,1495,-47,1511,2,49,train
4082,4082,ChauPhilomeneOne-Italic.ttf,A,0,SANS_SERIF,0,29,513,-16,769,2,28,train
4083,4083,ChauPhilomeneOne-Italic.ttf,B,1,SANS_SERIF,0,45,586,-16,768,3,20,train
4084,4084,ChauPhilomeneOne-Italic.ttf,C,2,SANS_SERIF,0,74,570,-16,768,1,33,train
4085,4085,ChauPhilomeneOne-Italic.ttf,D,3,SANS_SERIF,0,45,603,-16,768,2,17,train
4086,4086,ChauPhilomeneOne-Italic.ttf,E,4,SANS_SERIF,0,47,544,0,752,1,29,train
4087,4087,ChauPhilomeneOne-Italic.ttf,F,5,SANS_SERIF,0,43,545,-16,752,1,27,train
4088,4088,ChauPhilomeneOne-Italic.ttf,G,6,SANS_SERIF,0,75,571,-16,768,1,40,train
4089,4089,ChauPhilomeneOne-Italic.ttf,H,7,SANS_SERIF,0,42,572,-16,768,1,33,train
4090,4090,ChauPhilomeneOne-Italic.ttf,I,8,SANS_SERIF,0,37,386,0,752,1,33,train
4091,4091,ChauPhilomeneOne-Italic.ttf,J,9,SANS_SERIF,0,-25,337,-224,768,1,21,train
4092,4092,ChauPhilomeneOne-Italic.ttf,K,10,SANS_SERIF,0,45,615,-16,768,2,16,train
4093,4093,ChauPhilomeneOne-Italic.ttf,L,11,SANS_SERIF,0,47,440,0,768,1,18,train
4094,4094,ChauPhilomeneOne-Italic.ttf,M,12,SANS_SERIF,0,42,643,-16,768,1,31,train
4095,4095,ChauPhilomeneOne-Italic.ttf,N,13,SANS_SERIF,0,42,585,-16,768,1,30,train
4096,4096,ChauPhilomeneOne-Italic.ttf,O,14,SANS_SERIF,0,76,627,-16,768,2,22,train
4097,4097,ChauPhilomeneOne-Italic.ttf,P,15,SANS_SERIF,0,42,545,-16,768,2,22,train
4098,4098,ChauPhilomeneOne-Italic.ttf,Q,16,SANS_SERIF,0,71,622,-187,768,3,22,train
4099,4099,ChauPhilomeneOne-Italic.ttf,R,17,SANS_SERIF,0,48,548,-16,768,2,31,train
4100,4100,ChauPhilomeneOne-Italic.ttf,S,18,SANS_SERIF,0,43,538,-16,768,1,51,train
4101,4101,ChauPhilomeneOne-Italic.ttf,T,19,SANS_SERIF,0,102,564,-16,752,1,21,train
4102,4102,ChauPhilomeneOne-Italic.ttf,U,20,SANS_SERIF,0,79,596,-16,768,1,36,train
4103,4103,ChauPhilomeneOne-Italic.ttf,V,21,SANS_SERIF,0,123,656,-16,768,1,22,train
4104,4104,ChauPhilomeneOne-Italic.ttf,W,22,SANS_SERIF,0,132,1020,-16,768,1,33,train
4105,4105,ChauPhilomeneOne-Italic.ttf,X,23,SANS_SERIF,0,36,629,-16,768,1,32,train
4106,4106,ChauPhilomeneOne-Italic.ttf,Y,24,SANS_SERIF,0,125,662,-16,768,1,26,train
